stat,isLong,bias0,bias1,prob
0.9249999999999999,long,2,-2,0
0.9083333333333333,long,2,-2,0
0.8916666666666666,long,2,-2,0
0.875,long,2,-2,0
0.8916666666666667,long,2,-2,0
0.8583333333333334,long,2,-2,0
0.8416666666666668,long,2,-2,0
0.8250000000000001,long,2,-2,0
0.8416666666666667,long,2,-2,0
0.8249999999999998,long,2,-2,0
0.8083333333333332,long,2,-2,0
0.7916666666666666,long,2,-2,0
0.775,long,2,-2,0
0.8083333333333335,long,2,-2,0
0.7583333333333334,long,2,-2,0
0.7583333333333333,long,2,-2,0
0.7416666666666666,long,2,-2,0
0.725,long,2,-2,0
0.7416666666666667,long,2,-2,0
0.7083333333333334,long,2,-2,0
0.6916666666666668,long,2,-2,0
0.6749999999999999,long,2,-2,0
0.6916666666666665,long,2,-2,0
0.6583333333333333,long,2,-2,0.04840276802751675
0.6416666666666666,long,2,-2,0
0.625,long,2,-2,0.05248720581001893
0.7250000000000001,long,2,-2,0
0.6750000000000002,long,2,-2,0
0.6416666666666667,long,2,-2,0.05021695525312109
0.6083333333333333,long,2,-2,0
0.6083333333333334,long,2,-2,0
0.5916666666666667,long,2,-2,0.05775500462077543
0.5750000000000001,long,2,-2,0
0.6249999999999999,long,2,-2,0
0.575,long,2,-2,0.060343565764445314
0.5583333333333332,long,2,-2,0
0.5583333333333333,long,2,-2,0.06302594161026037
0.5416666666666666,long,2,-2,0.06499298209961779
0.525,long,2,-2,0.06587081167524622
0.5083333333333333,long,2,-2,0.06528374698882826
0.49166666666666664,short,2,-2,0.06430647299069019
0.4749999999999999,short,2,-2,0.0615200977861537
0.4916666666666667,short,2,-2,0
0.4583333333333333,short,2,-2,0.058139039249077464
0.47500000000000003,short,2,-2,0
0.4416666666666667,short,2,-2,0
0.425,short,2,-2,0.055899750261854536
0.5083333333333334,long,2,-2,0
0.44166666666666665,short,2,-2,0.06015706248614213
0.4083333333333334,short,2,-2,0.051620094420542
0.3916666666666666,short,2,-2,0
0.375,short,2,-2,0.0436725494357497
0.39166666666666666,short,2,-2,0
0.35833333333333334,short,2,-2,0.03993504844189554
0.42500000000000004,short,2,-2,0
0.3583333333333334,short,2,-2,0
0.34166666666666673,short,2,-2,0
0.325,short,2,-2,0
0.3416666666666666,short,2,-2,0.036370903078063954
0.30833333333333335,short,2,-2,0
0.2916666666666667,short,2,-2,0
0.27499999999999997,short,2,-2,0
0.40833333333333327,short,2,-2,0
0.25833333333333336,short,2,-2,0
0.2416666666666667,short,2,-2,0
0.225,short,2,-2,0
0.3083333333333333,short,2,-2,0
0.2583333333333333,short,2,-2,0
0.24166666666666667,short,2,-2,0
0.20833333333333334,short,2,-2,0
0.19166666666666665,short,2,-2,0
0.17500000000000002,short,2,-2,0
0.15833333333333333,short,2,-2,0
0.15833333333333335,short,2,-2,0
0.1416666666666667,short,2,-2,0
0.125,short,2,-2,0
0.275,short,2,-2,0
0.22499999999999998,short,2,-2,0
0.14166666666666666,short,2,-2,0
0.10833333333333332,short,2,-2,0
0.10833333333333334,short,2,-2,0
0.09166666666666667,short,2,-2,0
0.075,short,2,-2,0
